incident_info,description,start_dt,quadrant,longitude,latitude,incident_count
 1 Street and 11 Avenue SE ,Two vehicle incident. Blocking multiple SB and WB lanes in the intersection,2025-03-13 18:48:03,SE,-114.06079671980044,51.0423027725708,1
 Stoney Trail south of 17 Avenue SW ,Traffic incident.,2025-03-13 18:38:09,SW,-114.23296019835678,51.03035064113254,1
 36 Street at 88 Avenue NE ,There is an incident involving a pedestrian- EMS Dispatched.,2025-03-13 18:02:55,NE,-113.97923417063568,51.13192287040504,1
 Westbound McKnight Boulevard approaching Barlow Trail NE ,Traffic incident. Blocking the left and right lanes,2025-03-13 17:46:22,NE,-113.99499633018308,51.09409868171234,1
 Westbound McKnight Boulevard approaching Barlow Trail NE ,Traffic incident.  Blocking the left lane,2025-03-13 17:46:22,NE,-113.99474778322752,51.09414442816416,1
 Westbound McKnight Boulevard approaching Barlow Trail NE ,Traffic incident.   Blocking the right lane,2025-03-13 17:46:22,NE,-113.99513595043646,51.09407126915094,1
 Bearspaw Dam Road and 87 Street NW ,Traffic incident.,2025-03-13 16:56:51,NW,-114.21603096553784,51.102083675368696,1
 16 Avenue and 14 Street NW ,Traffic incident.,2025-03-13 16:20:50,NW,-114.09603722789542,51.06701776006629,1
 32 Avenue and 33 Street NW ,Traffic incident.,2025-03-13 15:55:39,NW,-114.13416848453222,51.08142368411153,1
 Northbound Deerfoot Trail approaching 64 Avenue NE ,Multi-vehicle incident. Blocking the right lane,2025-03-13 14:55:05,NE,-114.04591455801778,51.10418658843229,1
 Eastbound Stoney Trail approaching Sarcee Trail NW ,Traffic incident.,2025-03-13 11:36:33,NW,-114.17709854238802,51.151065396183945,1
 52 Street and McKnight Blvd NE ,Two vehicle incident.   Partially blocking the WB to SB ramp,2025-03-13 11:31:43,NE,-113.95886810461064,51.09572551383821,1
 52 Street and McKnight Blvd NE ,Two vehicle incident.  Blocking the WB to SB ramp and SB right lane,2025-03-13 11:31:43,NE,-113.95847506888904,51.09541676006189,1
 52 Street and McKnight Blvd NE ,Two vehicle incident. Blocking the WB to SB ramp,2025-03-13 11:31:43,NE,-113.95890940828596,51.09583565162934,1
 16 Avenue and 46 Street NW ,"Traffic signals work in progress. CPS directing traffic, please drive with caution.",2025-03-13 09:25:49,NW,-114.16273905995682,51.07147321385495,1
 Centre Street N and Beddington Trail NW ,Traffic incident.,2025-03-13 09:20:02,NW,-114.07136436492742,51.13325201059262,1
 36 Avenue and Manchester Road SE ,Traffic incident.,2025-03-13 09:10:50,SE,-114.05728858790836,51.02144058460261,1
 Southbound 112 Avenue after Sarcee Trail NW ,Traffic incident.,2025-03-13 09:08:58,NW,-114.16443778584863,51.1556616395761,1
 Highfield Blvd west of Ogden Road SE ,Traffic incident.,2025-03-13 08:47:41,SE,-114.03132389597036,51.019777522541375,1
 8 Avenue and 52 Street SE ,There is an incident involving a pedestrian- EMS Dispatched.,2025-03-13 08:43:10,SE,-113.9587570171691,51.04517543786834,1
 24 Avenue and Mclaurin Street NW ,"Traffic signals work in progress. CPS directing traffic, please drive with caution.",2025-03-13 08:30:32,NW,-114.1445387451423,51.07400444955413,1
 Westbound Stoney Trail and Sarcee Trail NW ,Traffic incident.,2025-03-13 06:51:03,NW,-114.16387915004934,51.15223299171093,1
 Stoney Trail and Sarcee Trail NW ,Traffic incident.,2025-03-13 06:51:03,NW,-114.16777278678434,51.149715604439,1
 Northbound Stoney Trail after 16 Avenue NE ,Traffic incident.,2025-03-13 05:59:05,NE,-113.9201916502164,51.08100821433756,1
 Radcliffe Drive west of 36 Street SE ,Traffic incident.,2025-03-12 19:47:23,SE,-113.98312787584932,51.0481239253051,1
 Memorial Drive and 52 Street SE and surrounding area ,Traffic signals are blank.  Crew has been dispatched,2025-03-12 18:51:38,NW,-113.95578993521308,51.05340184086097,1
 Memorial Drive and 52 Street E ,Traffic signals are blank. Crew has been dispatched,2025-03-12 18:51:38,NW,-113.95569872094984,51.05332764113341,1
 Westbound Beddington Boulevard approaching Country Hills Boulevard NE ,Traffic incident. Blocking the right lane,2025-03-12 17:43:02,NE,-114.08805378341545,51.14093276107137,1
 Northbound 85 Street after Bow Trail SW ,Traffic incident. Blocking the right lane,2025-03-12 17:29:18,SW,-114.2108351612771,51.05449416852153,1
 Westbound Glenmore Trail at 14 Street SW ,Multi-vehicle incident. Blocking the left lane,2025-03-12 16:03:42,SW,-114.11621145105042,50.99998316448772,1
 Eastbound Glenmore Trail after Macleod Trail S ,Traffic incident. Blocking the right lane,2025-03-12 16:00:31,SE,-114.06714515067893,50.99409774046549,1
 Southbound Deerfoot Trail at Beddington Trail NE ,Traffic incident. Blocking the right lane,2025-03-12 15:47:16,NE,-114.04615450151434,51.12216565969903,1
 Northbound Deerfoot Trail at 64 Avenue NE ,Two vehicle incident. Blocking the right shoulder,2025-03-12 15:12:39,NE,-114.04675435128156,51.10834126658551,1
 14 Avenue and Centre Street S ,Traffic incident.,2025-03-12 13:39:34,SW,-114.06345596412632,51.03952928278621,1
 Northbound Stoney Trail approaching 16 Avenue NE ,Traffic incident.  Blocking the right lane,2025-03-12 11:33:47,NW,-113.9204636587236,51.05837162536414,1
 Southbound Crowchild Trail and 14 Avenue NW ,Traffic incident.,2025-03-12 09:50:15,NW,-114.1180347012164,51.06534153531198,1
 98 Avenue east of Barlow Trail SE ,"Traffic incident. 98 Ave is closed at Barlow Tr, use alternate route",2025-03-12 09:19:56,SE,-113.9794864445821,50.96606506648334,1
 Country Hills Boulevard and Hamptons Boulevard NW ,"Traffic signals work in progress. Police directing traffic, please proceed with caution",2025-03-12 09:15:01,NW,-114.14965476922268,51.13876606113191,1
 Fairmount Drive and Fyffe Road SE ,There is an incident involving a pedestrian- EMS on site.,2025-03-12 09:11:38,SE,-114.0602492516834,50.98497647370562,1
 Westbound Stoney Trail approaching Sarcee Trail NW ,Traffic incident.  Blocking the left lane,2025-03-12 08:23:56,NW,-114.15340558865364,51.15258951895512,1
 wB Stoney Trail approaching Sarcee Trail NW ,Traffic incident. Blocking the left lane,2025-03-12 08:23:56,NW,-114.1534776658538,51.152686601693055,1
 Eastbound Glenmore Trail east of Blackfoot Trail SE ,Traffic incident.  Blocking the right lane,2025-03-12 07:42:18,SE,-114.0463283529943,50.99438464574724,1
 11 Avenue and 4 Street SW ,Traffic incident.,2025-03-12 05:25:21,SW,-114.07148057660925,51.04262449261462,1
 Westbound Mcknight Boulevard and 19 Street NE ,Two vehicle incident. Blocking the left lane,2025-03-12 00:12:22,NE,-114.01104157377615,51.09269830801392,1
 Canyon Meadows Drive and Elbow Drive SW ,Traffic incident.,2025-03-11 23:02:08,SW,-114.08543488379472,50.939542994942606,1
 John Laurie Boulevard east of Brenner Drive NW ,Traffic incident.,2025-03-11 19:44:33,NW,-114.13001563374948,51.104634832166695,1
 Northbound Deerfoot Trail approaching 16 Avenue NE ,Traffic incident.  Blocking the right lane,2025-03-11 17:34:24,NE,-114.02600956930664,51.06262679756247,1
 Northbound Deerfoot Trail approaching 16 Avenue NE ,Traffic incident. Blocking the centre lane,2025-03-11 17:34:24,NE,-114.02591574351004,51.062452418110944,1
 68 Street and 22 Avenue NE ,Traffic incident.,2025-03-11 17:22:06,NE,-113.93555573935916,51.07262123759827,1
 Westbound Anderson Road at Elbow Drive SW ,Traffic incident. Blocking the left lane,2025-03-11 16:43:24,SW,-114.08416523332411,50.95054996860544,1
 Stoney Trail SW and Hwy 22X  ,Traffic incident. Blocking the right shoulder on the WB exit ramp,2025-03-11 16:40:32,SW,-114.1086738633481,50.894160564032994,1
 88 Avenue and Savanna Street NE ,Traffic incident.,2025-03-11 15:35:37,NE,-113.9524553706816,51.132567335401085,1
 Westbound 32 Avenue approaching Deerfoot Trail NE ,Traffic incident. Blocking the WB to NB right turn lane,2025-03-11 14:32:24,NE,-114.03236054129064,51.08162420462504,1
 Southbound Deerfoot Trail approaching Glenmore Trail SE ,Traffic incident. Blocking the left lane,2025-03-11 13:09:23,SE,-114.03367588736675,50.99808423846276,1
 Eastbound Crowfoot Way and Nose Hill Drive NW ,Two vehicle incident.,2025-03-11 11:19:26,NW,-114.19854631219042,51.12407123470771,1
 24 Street and 17 Avenue SW ,Traffic incident.,2025-03-11 10:43:48,SW,-114.11790685179189,51.03781098674016,1
 58 Avenue and Blackfoot Trail SE ,Traffic signals work in progress. Please proceed with caution,2025-03-11 09:49:07,SE,-114.0494222740016,51.00149979837958,1
 17 Avenue at Aspen Summit Drive SW ,"Traffic signals work in progress. Police directing traffic, please proceed with caution",2025-03-11 09:20:38,NW,-114.20360199761296,51.03788738465607,1
 Dalton Drive at Dalhousie Drive NW ,There is an incident involving a pedestrian- EMS on site.,2025-03-11 09:13:46,NW,-114.15478186118364,51.1047795208294,1
 52 Street and 80 Avenue NE ,Traffic incident. Blocking multiple lanes,2025-03-11 09:00:24,NE,-113.95841647117022,51.12524766468759,1
 Eastbound John Laurie Boulevard approaching Shaganappi Trail NW ,Traffic incident. Blocking the left lane,2025-03-11 07:59:07,NW,-114.14233508930096,51.10999934782976,1
 Northbound 52 Street and 61 Avenue SE ,Traffic incident.  Blocking the right lane,2025-03-11 07:02:29,SE,-113.95842158611492,50.99914195107879,1
 Eastbound Glenmore Trail and Stoney Trail SE ,Traffic incident.,2025-03-11 06:50:48,SE,-113.9377375066382,50.97950753329663,1
 Glendeer Ci and Heritage Drive SE ,Traffic incident.,2025-03-11 04:55:35,NE,-114.029523108133,50.987120935032266,1
 14 Avenue and 2 Street SW ,Traffic incident.,2025-03-10 21:09:59,SW,-114.06836897530476,51.03966819038898,1
 Southbound Deerfoot Trail approaching Anderson Road SE ,Two vehicle incident.  Blocking the right lane,2025-03-10 20:22:20,SE,-114.02989623046048,50.9573345154261,1
 Southbound Deerfoot Trail approaching Anderson Road SE ,Two vehicle incident. Blocking multiple SB lanes,2025-03-10 20:22:20,SE,-114.02977933997518,50.95728680908432,1
 Bow Trail and Crowchild Trail SW ,Traffic incident.,2025-03-10 18:10:09,SW,-114.11234454814009,51.04326973396071,1
 Elbow Drive and 89 Avenue SW ,There is an incident involving a pedestrian- EMS Dispatched.,2025-03-10 17:43:51,SW,-114.0845042115407,50.97353024094317,1
 Westbound Glenmore Trail and Blackfoot Trail SE ,Traffic incident. Blocking the right lane,2025-03-10 17:29:03,SE,-114.0569117521518,50.99398109181333,1
 Eastbound Airport Trail approaching 60 Street NE ,Two vehicle incident. Blocking the left lane,2025-03-10 17:24:45,NE,-113.9504587612863,51.13955843199176,1
 Westbound Peigan Trail and Deerfoot Trail SE ,Multi-vehicle incident. Blocking the left lane,2025-03-10 16:59:55,SE,-114.00232857843018,51.01549690113248,1
 Dalhousie Drive and Shaganappi Trail NW ,Traffic incident. Blocking the WB lanes,2025-03-10 15:54:51,NW,-114.14398588091504,51.10322416998178,1
 Country Hills Boulevard and Edgepark Boulevard NW ,Traffic incident.,2025-03-10 15:53:44,NW,-114.15709497136042,51.13848391999333,1
 Elbow Drive and Sifton Boulevard SW ,Traffic incident.,2025-03-10 14:19:48,SW,-114.07782634522644,51.01917596435381,1
 Westbound 112 Avenue and Country Hills Boulevard NW ,Traffic incident. Blocking the left lane,2025-03-10 13:08:17,NW,-114.2124891185234,51.150161620205054,1
 Northbound Macleod Trail at 210 Avenue SE ,"Multi-vehicle incident. The NB lanes are closed, use alternate route",2025-03-10 12:50:39,SE,-114.03640360841084,50.86483526318995,1
 Northbound Nose Hill Drive and Crowchild Trail NW ,Traffic incident. Blocking the left lane,2025-03-10 10:06:24,NW,-114.20329449899026,51.11934658013493,1
 19 Street and 32 Avenue NE ,Traffic incident.,2025-03-10 09:25:01,NE,-114.01168908240015,51.08128352458319,1
 Flint Road and Fairmount Drive SE ,Traffic incident.,2025-03-10 09:05:45,SE,-114.0635991647463,50.9882962582729,1
 Macleod Trail at Anderson Road SW ,"Traffic signals issue. Crews have been dispatched, please proceed with caution",2025-03-10 08:25:29,SW,-114.07537326876464,50.95055534402691,1
 Cornerstone Street and Cornerstone Avenue NE ,Traffic incident.,2025-03-10 08:10:41,NE,-113.94239967383632,51.16096007765842,1
 Southbound Stoney Trail approaching Peigan Trail SE ,Traffic incident.  Blocking the right lane,2025-03-10 07:52:18,SE,-113.9212175805304,51.02186560294541,1
 Southbound Deerfoot Trail south of Cranston Gate SE ,Traffic incident.,2025-03-10 07:42:38,SE,-113.96817010954176,50.85911643252861,1
 2 Street and 18 Avenue SW ,Traffic incident.,2025-03-10 07:30:59,SW,-114.0685544569342,51.03713630008769,1
 Westbound Stoney Trail east of Metis Trail NE ,Traffic incident. Blocking the left lane,2025-03-10 07:22:59,NE,-113.94109193019102,51.1758142864491,1
 Sarcee Trail and John Laurie Boulevard NW ,Traffic incident.,2025-03-10 06:54:26,NW,-114.16690536881634,51.12074983330371,1
 Seton Boulevard and 52 Street SE ,Traffic incident.,2025-03-10 06:43:29,SE,-113.94197786394544,50.88512548183976,1
 Eastbound Stoney and Metis Trail NE ,Traffic incident.  Blocking the right lane,2025-03-10 06:18:13,NE,-113.96409142860136,51.17542536985214,1
 Northbound Deerfoot Trail approaching 16 Avenue NE ,Traffic incident. Blocking multiple lanes,2025-03-10 06:03:30,NE,-114.02446725789702,51.06046025153126,1
 Macleod Trail and Anderson Road SW ,Traffic incident.,2025-03-10 04:49:42,SW,-114.07111969345756,50.94954431259285,1
 Eastbound Memorial Drive and Deerfoot Trail SE ,Traffic incident. Blocking the right lane,2025-03-09 21:58:20,SE,-114.0187507329502,51.04898350643786,1
 Eastbound 9 Avenue approaching 4 Street SE ,Traffic incident. Blocking the right lane,2025-03-09 14:09:45,SE,-114.05495946883688,51.04437860644244,1
 Northbound 24 Street and Palliser Drive SW ,Traffic incident.,2025-03-09 12:39:02,SW,-114.11802359358796,50.96945799901757,1
 Westbound 16 Avenue and Deerfoot Trail NE ,Traffic incident. blocking multiple lanes,2025-03-09 12:36:38,NE,-114.02855129252096,51.06737986886695,1
 114 Avenue and 52 Street SE ,Traffic signals are flashing red. Crews have been dispatched,2025-03-09 09:25:19,NW,-113.9586708474488,50.95059536648394,1
 Falconridge Boulevard and Castlebrook Drive NE ,Traffic incident.,2025-03-08 19:39:38,NE,-113.95659808241491,51.10314052439256,1
 Westbound Memorial Drive approaching 9 Street NE ,Traffic incident. Blocking the right lane,2025-03-08 18:22:17,NE,-114.03818964063925,51.04868049239328,1
 68 Street and Falconridge Drive NE ,Traffic incident.,2025-03-08 17:13:26,NE,-113.93554803537948,51.10148049736628,1
 Southbound Deerfoot Trail approaching Glenmore Trail SE ,Two vehicle incident. Blocking the right shoulder,2025-03-08 14:14:59,SE,-114.03258193152924,50.99973930191415,1
 Westbound Glenmore Trail at Blackfoot Trail SE ,Stalled vehicle. Blocking the right lane,2025-03-08 14:08:55,NW,-114.04312301898796,50.994513078616464,1
 4 Street and 16 Avenue NW ,Traffic incident.,2025-03-08 12:13:11,NW,-114.07159761803176,51.06683751003708,1
 Cranston Avenue and Deerfoot Trail SE ,Traffic incident.,2025-03-08 11:56:35,SE,-113.97376066150936,50.89424658183032,1
 Westbound Stoney Trail and Crowchild Trail NW ,Multi-vehicle incident.  The road is closed WB between Country Hills Bv and Crowchild Tr NW,2025-03-08 10:58:18,NW,-114.24183768082696,51.13726631170363,1
 28 Street and Memorial Drive SE ,Traffic incident.,2025-03-08 10:18:59,SE,-113.99177558434684,51.04891091545428,1
 Southbound Barlow Trail and 37 Avenue NE ,Traffic incident. All SB Lanes are blocked,2025-03-08 09:46:52,NE,-114.00221382512548,51.08671996302365,1
 16 Avenue at 19 Street NW ,Traffic incident.,2025-03-07 18:37:26,NW,-114.1063502170062,51.06690536114623,1
 Northbound Deerfoot Trail approaching McKnight Boulevard NE ,Stalled vehicle. Blocking the centre lane,2025-03-07 16:29:10,NE,-114.03806163202222,51.08668142578942,1
 16 Avenue and 19 Street NW ,Traffic incident.,2025-03-07 15:43:38,NW,-114.1063502170062,51.06690536114623,1
 Southbound Stoney Trail after Nose Hill Drive NW ,Single vehicle incident.  Blocking the left shoulder,2025-03-07 15:08:39,NW,-114.22775803950805,51.10307797181063,1
 Eastbound John Laurie Boulevard at Shaganappi Trail NW ,Single vehicle incident. Blocking the right lanes,2025-03-07 14:30:34,NW,-114.14068229125245,51.10926374809216,1
 Eastbound Glenmore Trail at 14 Street SW ,Stalled vehicle. Blocking the left lane,2025-03-07 13:32:57,SW,-114.0946237731956,50.99407593018091,1
 Shaganappi Trail and Northland Drive NW ,Traffic incident.,2025-03-07 10:22:37,NW,-114.1428724860196,51.10263896109334,1
 Bridlewood Boulevard and Everstone Drive SW ,Traffic incident.,2025-03-07 08:32:35,SW,-114.10559309904508,50.90684265000012,1
 Eastbound John Laurie Boulevard approaching 14 Street NW ,Traffic incident. blocking the right lane,2025-03-07 07:12:59,NW,-114.09896965536588,51.0907799907033,1
 Memorial Drive and 36 Street NE ,Traffic incident.,2025-03-07 02:25:41,NE,-113.9829193204651,51.05213681825652,1
 Southbound 36 Street and 16 Avenue NE ,Traffic incident. Blocking the right lane,2025-03-07 00:51:37,NE,-113.98921905311566,51.06708565896752,1
 37 Street and Bow Trail SW ,Two vehicle incident.  Blocking the Sb right lane,2025-03-06 17:50:18,SW,-114.14113080398084,51.04517194255533,1
 8 Avenue and 44 Street SE ,There is an incident involving a pedestrian- EMS Dispatched.,2025-03-06 16:51:49,SE,-113.96999650322638,51.04516322136749,1
 32 Street and 26 Avenue NE ,Traffic incident.,2025-03-06 16:44:29,NE,-113.98865042537804,51.077864603244734,1
 Southbound Deerfoot Trail approaching Peigan Trail SE ,Two vehicle incident. Blocking the left lane,2025-03-06 16:42:27,SE,-113.9999478275528,51.02563630659069,1
 Southbound Deerfoot Trail approaching Peigan Trail SE ,Two vehicle incident.   Blocking the right shoulder,2025-03-06 16:42:27,SE,-114.0000669972502,51.02552896881688,1
 Westbound Memorial Drive and 19 Street NW ,Two vehicle incident. Blocking multiple lanes,2025-03-06 16:26:52,NW,-114.1053674981262,51.04919174673695,1
 Westbound Memorial Drive and 19 Street NW ,Two vehicle incident. Blocking the SB right lane,2025-03-06 16:26:52,NW,-114.10612542372996,51.049148090120106,1
